review,trueL,preL
显瘦，初秋穿很合适,0,0
垫子收到了，铺上去大小刚刚合适，无异味,0,0
【洋气的我和傻缺室友】【假红包】,1,1
大概就是这种情况，骗钱的，出了问题也不理,0,0
买这个给发的是那个，东西小不值得换来换去，耽误不起时间呀,0,0
是尼码被活生生日了一整夜被日屍了，尼码b千人骑万人炒，活该！,1,1
很好��,0,0
死婆,1,1
?闹闹?那是你后m，你又把我当成你后m了呀？是脑子有问题呢还是眼睛有问题?,1,1
上半身的质地看上去很廉价，跟价钱不成正比，还买了两件，两个颜色都买了，都是一样的质地，不会再光顾了,0,0
以前用过,0,0
质量比想象的要好，没有异味道,0,0
放冰箱在取出来确实不粘了,0,0
东西寄过来有点脏，不过能洗得掉,0,0
最近比较忙评价有些晚了，无异味质量也很好的，还会再来的也会介绍朋友，满意全五分,0,0
效果还是很不错滴，喜欢的可以入手了,0,0
用着非超吸收，还送了赠品很开心的购物,0,0
宝贝很方便哦，可以贴在瓷砖镜子光滑的墙壁还玻璃上,0,0
全校老师都说不好，不会再来，拜拜,0,0
这味道确定是鱼香肉丝吗？nnd明明是酸香肉丝，太酸了！��������，,1,0
无脑多生，生了也是无脑后代。,1,1
好，就算是有新版ps4，就算叫ps4.5，就算支持超清蓝光，它为什么就成为了超清蓝光播放器的最好选择？小便傻苟，天天吹索尼带节奏有意思？,1,1
看这颜色掉的，真棒，还有就是袖口那里太大了,0,0
拿到包裹，快递盒就很好，手机壳也和官方图片一样符合，还赠了钢化膜，手机小部件，很值,0,0
肯定是自己嘴上不积德，以为自己多牛逼，冲上去辱骂对方招来一顿暴打，记住，能出手把你打成这样肯定是被激怒了，,1,1
盖子烂了也不给换，还说本身就是这样的，无诚信的商家��,0,0
在天猫超市买的东西和实体的一样，价格比实体超市便宜，不足的是点多了东西，不能单独退，需整单都退了，后来想想做生意也不容易，反正是要用的，就没给退了,0,0
东西收到了非常好，下次还会继续光顾,0,0
孕初期嘴巴挑剔，动不动就消化不良，胃胀，每天清粥小菜的，吃这个换换口味,0,0
两个孩子都是这里买的,0,0
”薇，信公，众号，人人搜券，领券购买的，这个还没用，看包装应该不错，裤子太棒咯，很喜欢这颜色，另外谢谢long送的袜子，还不错.质量挺好的.速度也快.，老板服务热心.，老板性格好，戴上去也很舒服，超赞.，以后会长期服用，很难得的正品，网购以来最满意的了，做工较细致，款式上身比较修身，是物有所值的一件衣衣,0,0
安卓会用才不卡像你这种智商的可以用苹果我是说苹果不需要智商,1,1
很时尚的款式，面料也很透气，买给女儿的,0,0
不是原装，不过还是可以忍受，音质和原装肯定是没办法比的,0,0
穿起来好看，就是特别容易皱，不是很修身，有一点点小瑕疵，不影响,0,0
上面的刺绣很精致,0,0
车车收到了，刚收到快递，孩子就迫不及待的想要玩了，老爸也给力很快就安装好了，孩子玩儿的可开心了，满意给好评,0,0
你看这戈壁样吧，高丽棒子，草,1,1
布料出乎意料的好，显瘦,0,0
你卖妈批你谁阿国民女神还是谁你这样招黑好玩吗？是赵丽颖的黑粉吧。你以为你谁呀？嗯我懂了。小狗吧。不对，狗那么可爱，怎么可...,1,1
跟上面是一样的，顺便用了一下,0,0
大红袍喝了，觉得还不错，挺顺口的，铁观音一直喝他们家的，应该不会差，物流也在正常,0,0
我在这里发誓！如果不是德国原装正品愿意天打雷劈，补得耗死，全家一出门被车撞。,1,1
天天牛逼台湾是中国一部分为什么不敢直接穿台？要说统一那不知哪代的事了？喊了几十年的空話！,1,1
就是刚收到味道重，洗洗就没事了,0,0
还会继续关注其它产品,0,0
？我啥时候和你聊天啊，疯了吧你，我要是不在，就是被麻花疼强制下线，要不然就是被程键皮子砍屍了，好吗,1,1
安倍又开始作屍了。,1,0
泥马，小编你砣马就会乱编！去肆吧你！,1,1
快递收到了，实用,0,0
感觉价格是很满意，东西甜度感觉少有做一点甜，总得来说购物还算满意,0,0
有一条买少了，只能今年穿，安分钟就过来的小朋友举客服三楼吃饭先有无聊，无聊的小朋友举客服三楼吃饭先有,0,0
陀髍的,1,0
虽然不怎么实用，但是挺好玩的，儿子喜欢,0,0
太可爱的便利贴(｡･ω･｡)ﾉ♡,0,0
一点也不好，买回来第一次用漂尾就自己掉了,0,0
棉的，有哺乳开口，洗过了也不掉色,0,0
料子摸着很厚实，店家包装的很用心,0,0
以后还会继续关注的,0,0
_泥马的盗号贼！,1,1
很便宜，味道不大,0,0
速度快得很,0,0
衣服收到了已经是第二次购买了帮同事买的，穿起来非常好看洋气有型，性价比非常高建议购买,0,0
设计感满满的项链,0,0
蹭淘气值模板——当大家看到我的这一篇评价时，表示我对产品是认可的，尽管我此刻的评论是复制黏贴的，这一方面是为了肯定商家的服务，另一方面是为了节省自己的时间，因为差评我会直接说为什么的，所以大家就当作是产品质量合格的意思来看就行了，最后祝店家越做越好，大家幸福平安，中华民族繁荣昌盛，​��,0,0
衣服穿上很舒服，裤子上身效果特别好,0,0
之前买过很多次木糖醇的，但是还是略微有点甜，这次定制版直接买了两包，结果没有以前买的木糖醇好吃…甜度好像低了，口感却没之前那个喜欢，但具体描述不出来，ծ‸ծ，虽然说众口难调吧，还是希望以前木糖醇那个不要变,0,0
一点也不粗糙，挂衣服特别稳当，特别好,0,0
黄是黄了一些，但是都活了,0,0
是尼码被活生生日了一整夜被日屍了，你玛b千人骑万人朝，活该！,1,1
网贷的罪！祸害的网贷,1,1
裙子收到了，款色好看，黑色特显瘦,0,0
我一直都在用，商家也非常好,0,0
��清爽透气，亲肤舒适，青春美丽，韵味十足，既时尚又显气质，夏季女神必备，喜欢的朋友可以放心购买,0,0
使用了才发现，这个条纹看了会头晕,0,0
看包装很不错,0,0
偷偷摸摸飙一哈就算了，还塔马的得罗发视频，你当交警是透明的？！多关些日子，好好练习一下捡肥皂。[大笑],1,1
生气，拍的是新二杠，来的几乎成了纯色的，只有上面有一条小竖杠，不知道是商家粗心还是怎么的,0,0
不过非常好看,0,0
比较优惠,0,0
把我国水库加大再加大，洪水来了就是他们的死期。,1,1
牛肉干很好吃，跟店里买的一百多样，快递服务态度很好,0,0
没想到可以这样买杂志看，哈，多看杂志就会有自己的一套审美观,0,0
水果真的不能在网上买，坏的坏，不熟的，没法吃，味道也不好，很酸，全扔了，白花钱，还是得在店里买，还能挑挑，贪便宜吃大亏，以后再也不在网上买水果了,0,0
还送了支架,0,0
剃脚毛试了试，就是得反复操作几次，不过很安全，安全第一，比剪刀安全，毕竟会扭开扭去的，用怕伤到它,0,0
感觉粉多，不怎么好吃,0,0
比图片看起来质量还要好一些,0,0
普通的速干布款46，可以,0,0
精致美观,0,0
宝贝并没有让我等太久～感谢店家,0,0
傻____8浣亿儿，你Daddy当初先把你射到墙上又按进你0.0妈B碧里的吧，我说怎么不长着脑子，连这都看不懂还搁这儿装BB逼来了？要不叫你阿妈来这儿我帮你家改造改造后代，不然影响人类智力进化啊,1,1
杯子超级大,0,0
透气离汗,0,0
穿了好久来评价，洗了以后不缩水不掉色，想买的朋友放心买吧,0,0
左边耳朵断断续续，打电话声音还小，唉,0,0
加我给你添脚丫子,1,1
一路抄袭到中国首富了，我日,1,1
勺坏了好几个，吧啦耳勺坏了好几个，吧啦,0,0
很快的就到账了，很方便快捷展现了中国移动网络的牛b体社会主义核心价值观的伟大航路,0,0
就是有点少女，我是大汉,0,0
字迹清楚，防锈，比实体店便宜太多了,0,0
还比超市便宜,0,0
帽子收到了,0,0
再手键就去肆,1,0
我是泽宇一条爱着不爱我的人的狗。,1,0
��闹闹��妈卖批的，我要是做喷子比你合格千百倍！至少不会认怂不敢扣字，只敢以学狗叫的名义复制粘贴！����,1,1
物流挺快的第一次买面膜,0,0
正版纸质超好物流超快,0,0
买的颜色很漂亮，好骑,0,0
就是衣服有点气味，也好看，快买吧，兄滴们,0,0
颜色非常漂亮，图案可爱，背面是玻璃的,0,0
这让一些英犬看见心里什么滋润，，,1,0
只说一句话超实惠,0,0
面料手感舒适，做工精细没有多线头,0,0
你傻，你傻，你傻，重要说三遍,1,1
非常满意物超所值,0,0
我要的是黑色的，为什么回来是蓝色的，你以为我**吗，差评,0,0
都泥马什么鬼？人儿子拍个裤子照而已，丑不丑干你们什么事啊？素质呢？说别人丑，你不撒泡尿照照你自己？逗,1,1
修身，百搭，显瘦,0,0
k歌神器哦，音质特别的好，很满意的购物哦,0,0
没有以前好品质下降了,0,0
送的东西也行,0,0
好喜欢宝贝，今天收到皮料感觉好好，超大容量这回不超心卡没地方装了，同事很喜欢可能会下单了,0,0
穿起来显白，这个上衣，而且不热很透气，嘻嘻，真的很满意的一次购物，小仙女们喜欢的可以下手了,0,0
方便快捷上午订的下午就到了,0,0
总体来讲还是满意，材料也不差，就是有点长，要是在短3公分就很合我身了，别家这个价的裤子基本都是纱网布料,0,0
衣衣是纯棉的,0,0
她说可以,0,0
买的烂了也不解决问题，用淘宝以来第一次给别人差评,0,0
丑bi一个,1,1
腿挺肥的，显瘦，麻料的,0,0
「颜溪」-“.....”-“你有病吧？”,1,1
鱼杆不错哦钓鲫鱼手感����,0,0
这个布丁还可以，性价比还算好吧，因为去找同学，不确定房费能不能报，就定最便宜的，虽然没有窗，在楼顶，但是空间还算大，窗挺大，毕竟很少价格,0,0
商品收到了，里面包装完整，食品吃起来味道也挺好的，口味也很多，都是不同的小包装，不怕吃不完，而且快递很快，店家态度非常好，便宜又多，又送了很多小礼品，礼品看起来也挺精美的，还有水杯也挺可爱的，礼盒我也很喜欢，图案好看，以后还能用来当储物盒，这些赠品都这么实用,0,0
曹尼码个狗比,1,1
不错啊，很好穿的,0,0
很适合我的风格,0,0
颜色比图片稍微暗一点，穿上很显瘦啊��,0,0
这个猫粮不错，我家猫咪比较喜欢，发货快东西实惠,0,0
东西是好的，可是这个物流和服务态度啊真的是，首先你们发的天天快递，我根本不知道我们这边有这个快递，问呢，就只知道说你自己打电话问嘛，全是不耐烦，退货也不行，都是朋友告诉我我才知道快递在哪儿，过了差不多一个星期才拿到货，这真是我最糟糕的一次购物,0,0
路灯材质不错，表面烤漆挺光滑，路灯挺亮但不刺眼，灯的质量也很好，价格也很优惠,0,0
一个不要月佥的直播间,1,1
我们要草拟一份文献吗,0,1
商品与图片描述一致，已经用了一段时间了，已经推荐给其它宝妈了,0,0
好还干净独立包装,0,0
麻痹是身体某部分的感觉或运动功能部分丧失或完全丧失,0,1
白炽灯是比较常用的照明工具,0,0
约尼码,1,1
穿上很有女人味，价格也合适哈,0,0
就是领口紧了点,0,0
吸收快，也很干爽…也挺薄的…就是没有尿显,0,0
质量非常好满意,0,0
就是相框站立是直的，稍微再斜一点视角会好，而且固定玻璃面板的硅胶小垫也会露出来不美观,0,0
各方面都挺好，可以的,0,0
杯子很好看，手工也很精致,0,0
在喝中药，等喝完药再用，希望有效果吧,0,0
大家放心买吧,0,0
价格很实惠，一下子拍了3件，图案很清晰，不会掉,0,0
从前有个啥差❌没有人知道他叫什么名字???,1,1
和卖家描述的基本吻合，上身效果挺精干的,0,0
